subset,unit,N,method,criterion,lam,skill,rmse,rmse_early,false_alarm,detect_corr,delta
DS02,15,100,D,Morozov_tau3.0,100.0,0.9658901677609251,0.01446903984257739,0.0030715761198379507,0.0031935167943132484,0.996708188532876,2.7439722344723783
DS02,15,100,D,oracle,10.0,0.9920806648180723,0.006971789776211531,0.002543001452842256,0.0010278019030715115,0.99630735234327,2.7439722344723783
DS02,15,100,D,lam_dev,31.622776601683793,0.9908663371671532,0.00748725127836619,0.0027980639492800204,0.001517762796414825,0.9966058245511583,2.7439722344723783
DS02,15,1000,B,L_curve,3.1622776601683795,0.9746964983521307,0.012462071355032661,0.009039242124301463,0.007421436413627058,0.9905836107843674,0.8677202097194312
DS02,15,1000,B,Morozov_tau1.0,1e-06,-40.92390146592341,0.5072601743176081,0.3599187875089497,0.00799700630537257,0.22575529197656866,0.8677202097194312
DS02,15,1000,B,Morozov_tau1.5,1e-06,-40.92390146592341,0.5072601743176081,0.3599187875089497,0.00799700630537257,0.22575529197656866,0.8677202097194312
DS02,15,1000,B,Morozov_tau2.0,1e-06,-40.92390146592341,0.5072601743176081,0.3599187875089497,0.00799700630537257,0.22575529197656866,0.8677202097194312
DS02,15,1000,B,Morozov_tau3.0,0.1,-1.6883077466296785,0.12845156874825703,0.09113979770792618,0.007442716763933508,0.5567688602828285,0.8677202097194312
DS02,15,1000,B,oracle,10.0,0.9800943659796186,0.011053197453792837,0.0076934401134894385,0.007156724627117237,0.9939023151633714,0.8677202097194312
DS02,15,1000,B,lam_dev,3.1622776601683795,0.9746964983521307,0.012462071355032661,0.009039242124301463,0.007421436413627058,0.9905836107843674,0.8677202097194312
DS02,15,1000,D,L_curve,0.01,-0.5458871654332258,0.0974066969167223,0.004909707477942621,0.0011456458461619628,0.9969565971956257,0.8677202097194312
DS02,15,1000,D,Morozov_tau1.0,1e-06,-0.5459840004040186,0.09740974766555914,0.00491007322823874,0.001144785913767008,0.9969564599300924,0.8677202097194312
