perturbation,amplitude,seed,channel,regime,subset,unit,RMSE,detection_F1,isolation_macroF1,stage_kappa,stage_MAE,input_MSE
noise,1,44,NaN,ood_combo,DS03,11,0.0882329367214183,0.921348314606742,0.397377923320932,0.784277879341865,0.372881355932203,1.04544544113843
noise,1,44,NaN,ood_combo,DS03,12,0.0868946383541241,0.780821917808219,0.331225774768929,0.610810096471521,0.591397849462366,0.93367772041335
noise,1,44,NaN,ood_combo,DS03,13,0.0595941538035634,0.936507936507936,0.441002596095975,0.7779632721202,0.285714285714286,0.959103793473656
noise,1,44,NaN,ood_combo,DS03,14,0.0566631564115437,0.788461538461539,0.269457394457394,0.593220338983051,0.684210526315789,1.04930281253544
noise,1,44,NaN,ood_combo,DS03,15,0.0957534116021286,0.826923076923077,0.279734704239655,0.552116860609062,0.671641791044776,0.982111989779879
bias,0.25,44,11,test_id,DS01-005_id,4,0.108480204822801,0.828571428571429,0.187096774193548,0.751026794445531,0.431578947368421,0.00480769230769231
bias,0.25,44,10,test_id,DS04_id,6,0.0295965422240355,0.937062937062937,0.256058111380145,0.931489888567891,0.144578313253012,0.00480769230769231
bias,0.25,44,5,test_id,DS05_id,2,0.00416846171361243,0.862385321100917,0.571412390984256,0.880860876249039,0.2625,0.00480769230769231
bias,0.25,44,6,test_id,DS07_id,3,0.0228542878577444,0.907216494845361,0.585014193933961,0.835151872603952,0.320512820512821,0.00480769230769231
bias,0.25,44,7,test_id,DS06_id,4,0.0177122603488185,0.990825688073394,0.616433302857083,0.955566905005107,0.114942528735632,0.00480769230769231
bias,0.25,44,13,ood_combo,DS02,11,0.0195699407256251,0.881720430107527,0.921146953405018,0.674985947161327,0.457627118644068,0.00480769230769231
bias,0.25,44,6,ood_combo,DS02,14,0.0360175847695907,0.811881188118812,0.410991622239147,0.648299612569953,0.631578947368421,0.00480769230769231
bias,0.25,44,3,ood_combo,DS02,15,0.0881529057650769,0.888888888888889,0.305854241338112,0.832969772514802,0.358208955223881,0.00480769230769231
bias,0.25,44,13,ood_combo,DS03,10,0.0798661714030921,0.951456310679612,0.478060156101276,0.877540201449019,0.257575757575758,0.00480769230769231
bias,0.25,44,9,ood_combo,DS03,11,0.0267921509114219,0.881720430107527,0.695195837111888,0.662566094744793,0.525423728813559,0.00480769230769231
bias,0.25,44,9,ood_combo,DS03,12,0.0261749972810214,0.802816901408451,0.624642513341496,0.69687641466727,0.494623655913978,0.00480769230769231
bias,0.25,44,6,ood_combo,DS03,13,0.0605182272079031,0.936507936507936,0.916983241838141,0.761750405186386,0.337662337662338,0.00480769230769231
bias,0.25,44,4,ood_combo,DS03,14,0.0395153175879664,0.780952380952381,0.482566713814239,0.622291713200804,0.671052631578947,0.00480769230769231
bias,0.25,44,12,ood_combo,DS03,15,0.086989631444297,0.924731182795699,0.309918965248559,0.849569059172883,0.313432835820896,0.00480769230769231
bias,0.5,44,11,test_id,DS01-005_id,4,0.116185071646081,0.822695035460993,0.118326118326118,0.761444852231022,0.410526315789474,0.0192307692307692
bias,0.5,44,10,test_id,DS04_id,6,0.0330967684576643,0.917808219178082,0.260080283353011,0.560846560846561,0.542168674698795,0.0192307692307692
bias,0.5,44,5,test_id,DS05_id,2,0.00429480208333292,0.862385321100917,0.574923547400612,0.884437596302003,0.25,0.0192307692307692
bias,0.5,44,6,test_id,DS07_id,3,0.023640545433123,0.907216494845361,0.435595332502549,0.816681668166817,0.371794871794872,0.0192307692307692
bias,0.5,44,7,test_id,DS06_id,4,0.0187663454459289,0.956521739130435,0.607703008608769,0.957221402708864,0.126436781609195,0.0192307692307692
bias,0.5,44,13,ood_combo,DS02,11,0.0177262472315756,0.881720430107527,0.894831163931334,0.736900780379041,0.406779661016949,0.0192307692307692
bias,0.5,44,6,ood_combo,DS02,14,0.0393810974355929,0.811881188118812,0.513739527798934,0.672770874209723,0.592105263157895,0.0192307692307692
bias,0.5,44,3,ood_combo,DS02,15,0.0764788250591288,0.888888888888889,0.496255858836504,0.817125477657334,0.373134328358209,0.0192307692307692
bias,0.5,44,13,ood_combo,DS03,10,0.0799869168326986,0.951456310679612,0.478060156101276,0.877540201449019,0.257575757575758,0.0192307692307692
bias,0.5,44,9,ood_combo,DS03,11,0.0276540448112498,0.881720430107527,0.675985663082437,0.662566094744793,0.525423728813559,0.0192307692307692
bias,0.5,44,9,ood_combo,DS03,12,0.0322401926594673,0.802816901408451,0.624642513341496,0.684146175791333,0.505376344086022,0.0192307692307692
bias,0.5,44,6,ood_combo,DS03,13,0.0700321173817612,0.921875,0.514320054945055,0.697674418604651,0.415584415584416,0.0192307692307692
bias,0.5,44,4,ood_combo,DS03,14,0.0522355690546566,0.725663716814159,0.301609827649432,0.564342536265793,0.789473684210526,0.0192307692307692
bias,0.5,44,12,ood_combo,DS03,15,0.0874855717443177,0.934782608695652,0.316845790587852,0.855913978494624,0.298507462686567,0.0192307692307692
bias,1,44,11,test_id,DS01-005_id,4,0.130910193786716,0.816901408450704,0.114874815905744,0.626290165530672,0.536842105263158,0.0769230769230769
bias,1,44,10,test_id,DS04_id,6,0.0442473115513438,0.917808219178082,0.303426997245179,0.560846560846561,0.542168674698795,0.0769230769230769
bias,1,44,5,test_id,DS05_id,2,0.0052760725034178,0.862385321100917,0.574923547400612,0.878048780487805,0.275,0.0769230769230769
bias,1,44,6,test_id,DS07_id,3,0.0207620155319754,0.907216494845361,0.429051314722576,0.809452587496261,0.397435897435897,0.0769230769230769
bias,1,44,7,test_id,DS06_id,4,0.0213530068887003,0.797101449275362,0.502048929624226,0.725187032418953,0.448275862068966,0.0769230769230769
bias,1,44,13,ood_combo,DS02,11,0.023610748799435,0.854166666666667,0.875926329555362,0.650111193476649,0.440677966101695,0.0769230769230769
bias,1,44,6,ood_combo,DS02,14,0.0448231798031966,0.911111111111111,0.502559300873908,0.842323651452282,0.315789473684211,0.0769230769230769
